236, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59544, 57365, 56333, 56613, 57027, 56993, 57075, 57069, 57003, 56912, 56930, 56932, 56876, 56667, 56401, 55744, 54555, 53771, 53853, 53924, 53806, 53751, 53625, 53777, 53654, 53597, 53506, 52642, 50602, 49240, 49731, 50716, 50263, 49710, 49693, 49993, 50288, 50186, 48762, 47787, 47818, 48427, 47095, 46008, 44915, 42691, 40968, 40606, 40196, 40826, 42968, 44533, 44739, 44430, 44259, 44011, 42127, 40152, 38747, 38381, 37992, 37446, 37391, 36756, 35988, 35598, 34978, 33881, 32575, 30887, 30325, 28960, 27665, 27653, 27541, 28310, 29993, 29677, 29384, 29604, 30026, 29699, 29361, 29355, 29266, 29307, 28767, 28948, 29640, 29821, 29765, 29849, 29932, 29879, 30059, 30176, 30470, 30689, 30900, 31199, 31475, 31880, 32495, 32922, 33073, 33167, 33397, 33549, 33815, 33825, 33677, 33969, 34690, 35462, 36275, 36621, 36945, 37442, 37856, 38235, 38650, 39070, 39638, 40032, 40510, 40942, 41323, 41865, 42345, 42716, 43151, 43575, 44050, 44422, 44867, 45305, 45609, 44885, 43913, 43612, 43844, 43824, 43571, 43516, 43251, 43158, 43136, 43133, 43105, 43123, 43183, 43149, 43068, 43045, 43034, 42972, 42922, 42959, 42976, 42892, 42784, 42671, 42626, 42596, 42483, 42371, 42261, 42142, 41973, 41732, 41504, 41248, 40904, 40604, 40206, 39785, 39276, 38813, 37325, 36294, 36374, 36275, 36438, 36509, 36528, 36450, 36501, 36448, 36039, 36092, 36611, 36860, 38711, 42175, 43612, 44498, 45448, 46211, 46866, 47627, 48361, 48971, 49580, 50384, 51129, 51687, 52027, 52090, 52153, 52190, 52295, 52337, 52377, 52818, 53007, 53321, 53729, 54316, 54853, 56298, 57017, 56956, 57060, 57095, 57076, 57068, 57116, 57132, 57112, 57120, 57171, 57214, 56948, 56260, 57190, 59358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 765, 2295, 4080, 5355, 6885, 8404, 9650, 10586, 11256, 12193, 13740, 14370, 15157, 17371, 18827, 20122, 21591, 23211, 24302, 25573, 26332, 27220, 29059, 30458, 31633, 33519, 34680, 36145, 37582, 39007, 40924, 42408, 43516, 44580, 46326, 47954, 49641, 51147, 52236, 52207, 53096, 52701, 53110, 53557, 53964, 54055, 54110, 54516, 54564, 54083, 53323, 53125, 53651, 54618, 54995, 55107, 55199, 54704, 54676, 55511, 54555, 53278, 50298, 47789, 44737, 42180, 40461, 40762, 40396, 40938, 42626, 43023, 43169, 42585, 41786, 41125, 41454, 38761, 35701, 34155, 35055, 36321, 36500, 36355, 35711, 35533, 35508, 35255, 34495, 31932, 29170, 29371, 32503, 33967, 34292, 33641, 32839, 32394, 32567, 31695, 31452, 30721, 29713, 27263, 26136, 26890, 27568, 28306, 27354, 27680, 28646, 30549, 30586, 30316, 30437, 30954, 31333, 31769, 32129, 32392, 32879, 33164, 33268, 33696, 33891, 33865, 33942, 34222, 34690, 35387, 35952, 36637, 37196, 37418, 37928, 38460, 38933, 39119, 39652, 40158, 40608, 41036, 41388, 40928, 40644, 40200, 40190, 40278, 40925, 41014, 41191, 41307, 41697, 41479, 41698, 42026, 42338, 42889, 43382, 43273, 43411, 43921, 44090, 44524, 44321, 44229, 44318, 44424, 44568, 44569, 44170, 44112, 43976, 44063, 44222, 44071, 43647, 43457, 43454, 43460, 43583, 43025, 42805, 42569, 42199, 42292, 42070, 41358, 40596, 40411, 40102, 39544, 38744, 36911, 36269, 36240, 36107, 36819, 37029, 37887, 39204, 40341, 41520, 42282, 42901, 43111, 44052, 44685, 44991, 45393, 45775, 46268, 46710, 47413, 47580, 47869, 48373, 49067, 49297, 50114, 50578, 50711, 50944, 51664, 52784, 52980, 52798, 52809, 53030, 53762, 53887, 54045, 53803, 52805, 51865, 51359, 51204, 50182, 48460, 46975, 45733, 44249, 42703, 41392, 39709, 37956, 36794, 35282, 33633, 31514, 31492, 31732, 31081, 29574, 28050, 26520, 24990, 23460, 22185, 20655, 19125, 17595, 16065, 14535, 13260, 11730, 9945, 8670, 7140, 5610, 4335, 2805, 1020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 765, 1785, 2295, 3060, 4080, 4845, 5355, 6375, 7140, 8159, 8660, 9429, 10402, 10351, 10062, 10630, 11547, 12708, 13302, 13901, 14230, 14352, 13994, 14759, 15031, 16283, 16930, 17473, 18009, 19107, 19700, 20258, 21321, 22318, 22947, 23517, 24380, 25157, 26301, 27253, 28299, 29268, 30151, 30924, 31907, 33267, 33764, 34183, 33549, 32686, 32961, 34354, 35497, 36704, 37345, 38315, 39457, 40097, 40600, 40899, 40389, 41350, 42281, 44420, 45396, 46762, 47078, 46730, 46803, 47451, 47539, 48103, 48441, 49136, 49524, 50705, 49446, 47869, 47673, 47210, 47912, 48644, 48553, 48750, 48022, 47848, 48871, 49434, 49080, 48247, 46423, 44671, 43376, 42509, 41212, 41030, 39840, 40402, 39895, 40119, 39668, 39171, 39090, 38770, 38923, 37624, 36395, 36153, 35345, 32708, 33309, 35024, 36248, 36367, 36225, 36766, 36226, 35266, 34075, 33774, 32272, 31629, 31475, 32816, 34530, 34435, 34130, 33938, 33824, 33677, 33743, 33508, 33215, 33026, 33285, 33676, 33616, 33548, 33295, 33785, 33225, 34212, 36082, 37459, 38240, 37748, 37488, 37363, 37725, 37934, 38007, 38376, 38496, 38550, 38659, 38413, 38762, 38929, 39306, 39549, 39797, 40259, 40681, 41070, 40887, 41569, 41626, 41883, 42523, 42621, 43095, 43996, 43992, 44352, 44860, 44797, 45028, 45405, 45437, 46303, 46150, 46629, 47115, 46389, 46505, 46455, 45930, 46045, 45589, 45331, 45527, 45024, 44885, 44569, 43809, 43755, 43315, 42738, 42665, 42678, 42391, 42420, 41783, 41810, 42867, 43267, 43907, 44568, 44774, 45241, 45655, 45948, 46502, 46599, 46793, 47739, 47672, 48142, 48656, 48564, 49122, 48933, 48329, 48016, 47399, 47207, 46803, 45679, 45570, 44990, 44103, 43407, 42835, 42529, 42437, 42012, 42159, 42930, 42143, 41776, 41429, 40878, 40527, 39860, 39985, 40075, 39703, 39678, 39109, 38022, 37358, 36530, 35876, 35180, 34278, 33530, 32771, 32065, 30909, 32054, 32776, 32080, 31346, 30345, 29835, 28815, 28050, 27285, 26520, 25755, 24990, 23970, 23460, 22695, 21675, 20910, 20145, 19380, 18615, 17595, 17085, 16320, 15300, 14790, 14025, 13005, 12240, 11475, 10710, 9945, 8925, 8415, 7650, 6630, 5865, 5355, 4335, 3570, 2550, 2040, 1275, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 510, 1275, 1530, 2295, 2805, 3570, 3825, 4590, 5355, 5865, 6375, 6885, 7650, 8415, 8669, 9425, 9935, 10444, 10905, 11128, 10765, 10579, 11638, 12207, 12815, 12316, 12623, 13322, 13724, 13457, 13513, 13758, 14659, 15053, 15682, 16264, 16651, 17021, 17782, 18204, 18805, 19757, 20154, 20954, 21677, 22221, 23103, 23322, 24876, 25137, 26411, 26829, 27495, 28399, 28024, 27796, 27183, 27642, 28060, 29740, 30497, 30800, 31542, 31658, 32782, 33497, 33998, 34468, 32906, 32032, 31825, 33075, 34933, 34901, 35962, 35689, 36588, 36347, 36424, 37261, 37790, 38295, 38700, 39562, 40243, 40446, 41473, 40919, 39414, 37922, 37840, 37334, 37338, 39237, 39822, 39967, 40042, 41152, 41806, 41176, 41411, 42418, 43631, 43920, 44554, 44937, 45277, 45827, 45237, 46457, 46987, 46617, 45850, 45056, 45908, 44975, 46108, 46485, 45655, 43929, 40664, 41609, 41224, 42383, 42783, 42686, 43599, 43193, 43220, 42776, 42036, 41316, 41284, 42032, 43059, 42646, 42349, 42135, 41870, 41847, 41691, 41638, 41643, 40570, 39512, 39379, 37885, 38072, 37060, 36316, 36433, 35975, 37369, 38204, 38297, 38234, 37712, 37039, 36775, 36761, 36955, 36986, 37444, 37090, 37685, 37881, 38323, 38335, 38929, 39522, 40487, 42062, 41824, 42480, 42574, 42920, 43348, 43480, 43975, 43997, 44465, 44793, 44780, 45396, 45199, 45770, 46051, 46862, 47001, 47181, 47334, 47280, 48154, 48579, 49323, 50340, 50236, 50700, 50669, 51071, 50812, 51145, 51345, 51209, 51154, 49801, 48145, 47121, 46912, 46622, 46339, 46233, 45803, 45566, 45124, 44771, 44510, 44195, 43956, 43625, 43157, 42853, 42490, 42227, 41875, 41491, 41230, 40833, 40391, 39647, 39296, 38606, 38146, 37423, 37153, 36716, 36460, 36152, 35989, 35718, 35580, 35703, 36013, 37418, 37981, 37985, 37711, 37728, 37896, 38305, 38262, 37892, 37204, 36675, 36402, 35613, 35740, 35037, 34291, 33305, 33165, 34864, 34885, 34387, 33894, 33133, 32640, 32130, 31620, 30855, 30345, 29835, 29070, 28560, 27795, 27540, 26775, 26265, 25500, 24990, 24480, 23715, 23460, 22695, 22185, 21420, 20910, 20400, 19635, 19125, 18615, 17850, 17340, 16830, 16320, 15555, 15045, 14535, 13770, 13260, 12495, 12240, 11475, 10965, 10200, 9690, 9180, 8415, 8160, 7395, 6885, 6120, 5610, 5100, 4335, 3825, 3315, 2550, 2040, 1275, 1020, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 510, 765, 1530, 2040, 2550, 3060, 3570, 3825, 4590, 5100, 5610, 6120, 6630, 7140, 7650, 8160, 8670, 9180, 9944, 10189, 10695, 11195, 11698, 12427, 12478, 11695, 11134, 10843, 11132, 12086, 12851, 13665, 13787, 14029, 14730, 15526, 15635, 15433, 14614, 15741, 16304, 16443, 16704, 17277, 17859, 18721, 18765, 19046, 19813, 20783, 21304, 22137, 22572, 23025, 23994, 24882, 25574, 25610, 25246, 25006, 26440, 27062, 26972, 26604, 27346, 28611, 29324, 29476, 29862, 29417, 29989, 29724, 30082, 29618, 28329, 28055, 27821, 29788, 30817, 31812, 32580, 32785, 33000, 33529, 34511, 34328, 35120, 36059, 36535, 36909, 37408, 38543, 38803, 39277, 39251, 38199, 36377, 35503, 34756, 34398, 33206, 34164, 35526, 36746, 36980, 37386, 37340, 37370, 36496, 37044, 36850, 37127, 37787, 39557, 39792, 40750, 41840, 43578, 43756, 43335, 43520, 43340, 43811, 43914, 43906, 44126, 44828, 44609, 45169, 45258, 45387, 45554, 46244, 46936, 47214, 47595, 46585, 46010, 46411, 45724, 46532, 47505, 48837, 47399, 44346, 44821, 47976, 49772, 50554, 50576, 50907, 50097, 49721, 49484, 48183, 47060, 47566, 48091, 47546, 47129, 47017, 46646, 46534, 46454, 46025, 45879, 45193, 44812, 44151, 43787, 43685, 43134, 42620, 42808, 43010, 42848, 42969, 41435, 42918, 43170, 42802, 42196, 42209, 42468, 42673, 42678, 42412, 42560, 42987, 42936, 43244, 43195, 43889, 45474, 46106, 46279, 46432, 46604, 47126, 48083, 48159, 48979, 49111, 48545, 47358, 45712, 45285, 44611, 44339, 44158, 43854, 43754, 43342, 42941, 42708, 42500, 42263, 41452, 41361, 41124, 40975, 40555, 39644, 39267, 38854, 38475, 37977, 37553, 37009, 36423, 36358, 36109, 35944, 35412, 35257, 34915, 34920, 35034, 34411, 34350, 34519, 34864, 36460, 38687, 39403, 40140, 40448, 40134, 39483, 39323, 38874, 38575, 38191, 37621, 37199, 38614, 39188, 38739, 38226, 37462, 36975, 36694, 36210, 35700, 34935, 34425, 33915, 33660, 33150, 32385, 31875, 31365, 30855, 30345, 29835, 29325, 28815, 28305, 27795, 27285, 26775, 26265, 25755, 25245, 24735, 23970, 23715, 23205, 22695, 22185, 21420, 20910, 20655, 20145, 19635, 18870, 18360, 17850, 17595, 17085, 16575, 15810, 15300, 14790, 14280, 14025, 13260, 12750, 12240, 11730, 11220, 10710, 10200, 9690, 9180, 8670, 7905, 7650, 7140, 6630, 6120, 5355, 4845, 4590, 4080, 3570, 3060, 2295, 1785, 1275, 1020, 510, 0
0, 0, 510, 1020, 1275, 1785, 2295, 3060, 3570, 4080, 4590, 4845, 5355, 6120, 6630, 7140, 7650, 7905, 8670, 9180, 9690, 10200, 10710, 11217, 11710, 12207, 12723, 13186, 13944, 13508, 12915, 12052, 11913, 12979, 13705, 13888, 14137, 15166, 15129, 16160, 16471, 16906, 17459, 17946, 18609, 18450, 18249, 18609, 18802, 19319, 19518, 20059, 20500, 20943, 21356, 22059, 22453, 23028, 23808, 24499, 25502, 25611, 25296, 25498, 26510, 27612, 28047, 27657, 27363, 27132, 28053, 28641, 28846, 28727, 29123, 29345, 29347, 29596, 29731, 28291, 28233, 27538, 28828, 30523, 31445, 31974, 33404, 34146, 34889, 35616, 36130, 37163, 37411, 38112, 38558, 39258, 40065, 40329, 40333, 40483, 41194, 39953, 38214, 37203, 36135, 35700, 35694, 35271, 35819, 36550, 36911, 37257, 38263, 38865, 38648, 38081, 36714, 37219, 38406, 38344, 39247, 40176, 42099, 43625, 44832, 45236, 44479, 43434, 43085, 42742, 43391, 43198, 43772, 45054, 45413, 45805, 46630, 47241, 48010, 47767, 47872, 47817, 48200, 48761, 49004, 49197, 48634, 48064, 49132, 51113, 52080, 53311, 53896, 54877, 54321, 54168, 53416, 52731, 52347, 52827, 52421, 51389, 50139, 46774, 45603, 46403, 46146, 45159, 44869, 44635, 44099, 44322, 44434, 44567, 43029, 40774, 41416, 44428, 45412, 45046, 45098, 44815, 44691, 43788, 43417, 42510, 41747, 40743, 39819, 38903, 38316, 37438, 36805, 35406, 34172, 33585, 33317, 33604, 33329, 33935, 34291, 33891, 34610, 35759, 36343, 40751, 44067, 43767, 43290, 43128, 42819, 42419, 42414, 42543, 42042, 41772, 41663, 41110, 40472, 40037, 39769, 39553, 39246, 39026, 38821, 38548, 38434, 38122, 37854, 37880, 37987, 38154, 37677, 37755, 38495, 39338, 40930, 42614, 44730, 45351, 45119, 44977, 44272, 44157, 45264, 45806, 45623, 45094, 44367, 43826, 43336, 42827, 42330, 41820, 41310, 40800, 40290, 39780, 39270, 38760, 38250, 37740, 37230, 36720, 35955, 35700, 35190, 34680, 34170, 33405, 32895, 32640, 32130, 31620, 30855, 30345, 29835, 29580, 29070, 28305, 27795, 27285, 26775, 26265, 26010, 25245, 24735, 24225, 23715, 23205, 22695, 22185, 21675, 21165, 20655, 19890, 19635, 19125, 18615, 18105, 17340, 16830, 16575, 16065, 15555, 14790, 14280, 13770, 13260, 13005, 12495, 11730, 11220, 10710, 10200, 9945, 9180, 8670, 8160, 7650, 7140, 6630, 6120, 5610, 5100, 4590, 3825, 3570, 3060, 2550, 2040, 1530, 765, 510, 0
0, 0, 255, 1020, 1275, 2040, 2550, 3315, 3825, 4335, 5100, 5610, 6120, 6885, 7395, 8160, 8415, 9180, 9690, 10200, 10965, 11475, 12240, 12495, 13256, 13758, 14504, 15033, 15464, 15474, 14894, 15467, 16230, 17011, 16722, 15917, 16636, 17414, 17551, 18516, 18821, 19628, 19609, 20508, 21045, 21415, 22410, 22773, 23523, 23895, 24253, 23550, 23486, 23895, 24483, 24892, 25209, 25745, 26485, 27119, 27808, 27588, 26979, 27492, 28189, 28703, 29392, 30158, 30346, 30335, 29872, 31062, 31769, 31834, 32220, 32227, 32617, 32755, 33003, 33111, 31694, 31609, 31778, 33403, 35290, 36697, 37456, 38992, 40554, 41284, 41939, 42776, 43182, 43867, 44088, 44969, 45474, 46346, 46987, 47381, 48223, 46869, 44395, 43574, 43247, 43114, 42056, 41806, 41450, 41312, 41875, 41246, 41336, 41920, 42541, 43755, 43467, 43315, 43296, 43475, 42832, 42818, 42543, 41899, 42243, 41540, 42443, 43304, 43541, 43342, 42438, 42917, 43937, 45533, 45950, 46287, 46109, 46342, 47292, 47106, 46721, 45437, 45547, 45026, 43279, 42731, 42280, 42418, 43566, 43926, 44619, 44547, 45176, 45329, 45587, 46541, 44878, 44228, 43271, 43094, 42851, 43118, 42989, 42565, 42901, 42542, 42616, 42306, 42518, 42232, 42262, 41730, 41195, 39254, 37887, 37008, 36381, 34783, 34879, 33895, 34402, 33821, 32741, 32537, 31943, 31195, 30019, 29313, 28353, 25696, 26755, 27539, 27896, 27190, 26725, 26642, 26293, 26043, 25370, 25554, 25005, 25761, 26323, 27607, 31625, 38143, 43230, 43591, 43459, 43689, 43580, 43456, 43301, 43893, 44932, 44949, 45152, 45395, 45927, 46957, 46993, 47356, 47518, 50433, 54797, 56971, 57479, 56756, 56559, 55783, 55288, 54541, 54315, 53550, 52785, 52275, 51765, 51255, 50490, 49980, 49470, 48705, 48195, 47685, 47175, 46410, 45645, 45390, 44625, 44115, 43350, 43095, 42330, 41565, 41310, 40545, 40035, 39270, 39015, 38250, 37485, 36975, 36465, 35955, 35190, 34425, 34170, 33405, 32895, 32385, 31875, 31110, 30345, 30090, 29325, 28815, 28050, 27795, 27030, 26265, 25755, 25245, 24735, 23970, 23715, 22950, 22185, 21675, 21165, 20655, 19890, 19125, 18870, 18105, 17595, 17085, 16575, 15810, 15045, 14790, 14025, 13515, 12750, 12495, 11730, 10965, 10455, 9945, 9435, 8670, 8415, 7650, 6885, 6375, 5865, 5355, 4590, 3825, 3570, 2805, 2295, 1530, 1275, 510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 255, 1275, 2040, 2550, 3570, 4335, 5355, 5865, 6630, 7650, 8415, 8925, 9945, 10710, 11475, 12240, 13005, 14025, 14790, 15300, 16320, 17085, 17591, 18590, 19357, 20087, 19613, 19876, 20632, 21739, 22143, 23237, 24204, 24347, 24145, 24190, 24705, 25812, 26077, 27355, 27952, 28077, 28537, 29219, 29998, 31059, 31735, 32575, 33763, 34589, 35284, 35745, 34566, 32907, 33032, 33822, 34613, 34719, 34609, 35091, 35993, 36968, 36839, 36949, 37727, 38623, 38200, 40426, 41613, 41759, 42749, 43104, 43606, 44210, 44213, 43686, 42954, 43085, 45097, 47304, 49346, 49980, 50744, 51426, 51777, 52434, 52911, 53080, 53195, 52595, 50073, 48939, 49536, 49313, 48954, 45242, 43647, 41809, 40633, 39192, 38070, 37913, 37254, 36145, 35635, 34137, 32646, 35022, 36391, 36819, 36898, 36174, 35306, 33364, 33021, 34577, 36673, 39109, 40217, 39505, 38531, 37775, 36999, 36605, 37248, 38669, 40248, 40365, 40406, 38481, 37506, 37565, 37311, 38555, 40269, 41889, 41760, 41982, 43243, 42229, 42211, 40986, 40138, 40357, 40987, 41173, 41632, 41744, 41476, 41874, 40658, 38233, 37693, 37128, 37006, 36897, 36510, 36391, 36063, 34626, 34000, 33586, 33521, 33433, 31858, 30964, 29623, 28906, 28551, 28262, 25990, 21133, 20628, 20849, 21167, 20956, 20617, 20402, 20313, 19883, 20084, 19589, 19739, 19188, 19302, 19046, 19121, 18649, 20676, 22218, 22928, 24074, 25694, 27324, 27211, 29451, 34230, 37985, 40613, 44211, 46493, 48104, 50300, 53963, 58999, 59739, 59776, 59920, 60030, 60185, 60177, 60062, 60324, 60408, 60520, 60692, 60257, 60221, 60194, 61899, 62336, 62160, 61651, 60796, 60095, 59872, 60099, 59387, 58865, 57856, 57097, 56350, 55563, 54822, 54060, 53040, 52530, 51765, 50745, 49980, 49215, 48450, 47685, 46665, 46155, 45390, 44370, 43605, 43095, 42075, 41310, 40290, 39780, 39015, 37995, 37230, 36720, 35700, 34935, 34170, 33405, 32640, 31620, 30855, 30345, 29325, 28560, 27795, 27030, 26265, 25500, 24480, 23970, 22950, 22185, 21420, 20655, 19890, 19125, 18105, 17595, 16830, 15810, 15045, 14280, 13515, 12750, 11730, 11220, 10455, 9435, 8670, 8160, 7140, 6375, 5355, 4845, 4080, 3060, 2295, 1785, 765, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
